contamination,query_genus,target_genus,,I# query,I# target,query_seq,target_seq,,%similar,length of match (bp),tlength,qlength,mismatch,gapopen, qstart ,qend ,,tstart ,tend ,,evalue,note 
,Eusemion,Psilochalcis,,I23983,I23982,L996_MERG00079_0101_SUPERCONTIG,L996_MERG00070_0101_SUPERCONTIG,.,100.00,724,965,724,0,0,1,724,,27,750,,0.0,withinloci
,Eusemion,Psilochalcis,,I23983,I23982,L99_MERG00079_0101_SUPERCONTIG,L99_MERG00070_0101_SUPERCONTIG,.,100.00,314,550,314,0,0,1,314,,19,332,,1.00E-167,withinloci
,Eusemion,Psilochalcis,,I23983,I23982,L116_MERG00079_0101_SUPERCONTIG,L115_MERG00070_0101_SUPERCONTIG,.,98.22,225,771,298,4,0,1,225,,547,771,,1.00E-108,betweenloci
,Eusemion,Psilochalcis,,I23983,I23982,L422_MERG00079_0101_SUPERCONTIG,L421_MERG00070_0101_SUPERCONTIG,.,97.16,457,870,551,13,0,12,468,,410,866,,0.0,betweenloci
,Eusemion,Psilochalcis,,I23983,I23982,L90_MERG00079_0101_SUPERCONTIG,L89_MERG00070_0101_SUPERCONTIG,.,97.20,393,991,637,8,3,1,390,,557,949,,0.0,betweenloci
,Eusemion,Psilochalcis,,I23983,I23982,L116_MERG00079_0101_SUPERCONTIG,L116_MERG00070_0101_SUPERCONTIG,.,97.99,298,690,298,6,0,1,298,,218,515,,8.00E-149,withinloci
,Eusemion,Psilochalcis,,I23983,I23982,L267_MERG00079_0101_SUPERCONTIG,L267_MERG00070_0101_SUPERCONTIG,.,95.87,484,586,483,15,5,1,483,,44,523,,0.0,withinloci
,Eusemion,Psilochalcis,,I23983,I23982,L305_MERG00079_0101_SUPERCONTIG,L305_MERG00070_0101_SUPERCONTIG,.,98.93,375,844,439,1,2,65,439,,225,596,,0.0,withinloci
,Eusemion,Psilochalcis,,I23983,I23982,L782_MERG00079_0101_SUPERCONTIG,L782_MERG00070_0101_SUPERCONTIG,.,98.93,469,665,488,5,0,1,469,,153,621,,0.0,withinloci
,Eusemion,Psilochalcis,,I23983,I23982,L80_MERG00079_0101_SUPERCONTIG,L80_MERG00070_0101_SUPERCONTIG,.,98.75,559,806,558,6,1,1,558,,116,674,,0.0,withinloci
,Eusemion,Rivasia,,I23983,I27435,L1022_MERG00079_0101_SUPERCONTIG,L1021_MERG00320_0101_SUPERCONTIG,.,95.50,111,744,690,5,0,14,124,,342,452,,4.00E-43,betweenloci
,Eutrichosoma,Aeschylia,,I26419,I26443,L506_MERG00291_0101_SUPERCONTIG,L505_MERG00310_0101_SUPERCONTIG,.,100.00,311,1045,1242,0,0,4,314,,19,329,,2.00E-162,betweenloci
,Eutrichosoma,Aeschylia,,I26419,I26443,L418_MERG00291_0101_SUPERCONTIG,L418_MERG00310_0101_SUPERCONTIG,.,100.00,362,362,849,0,0,175,536,,1,362,,0.0,withinloci
,Eutrichosoma,Aeschylia,,I26419,I26443,L505_MERG00291_0101_SUPERCONTIG,L505_MERG00310_0101_SUPERCONTIG,.,99.70,329,1045,1062,1,0,128,456,,1,329,,8.00E-174,withinloci
,Eutrichosoma,Aeschylia,,I26419,I26443,L514_MERG00291_0101_SUPERCONTIG,L514_MERG00310_0101_SUPERCONTIG,.,100.00,507,507,955,0,0,307,813,,1,507,,0.0,withinloci
,Eutrichosoma,Melanosmicra,,I26419,I21662,L400_MERG00291_0101_SUPERCONTIG,L399_MERG00062_0101_SUPERCONTIG,.,95.31,192,1071,915,9,0,364,555,,780,971,,2.00E-81,betweenloci
,Eutrichosoma,Melanosmicra,,I26419,I21662,L399_MERG00291_0101_SUPERCONTIG,L399_MERG00062_0101_SUPERCONTIG,.,95.31,192,1071,1077,9,0,823,1014,,780,971,,2.00E-84,withinloci
,Eutrichosoma,Neodipara,,I26419,I26427,L301_MERG00291_0101_SUPERCONTIG,L300_MERG00308_0101_SUPERCONTIG,.,100.00,284,284,891,0,0,121,404,,1,284,,1.00E-147,betweenloci
,Eutrichosoma,Neodipara,,I26419,I26427,L491_MERG00291_0101_SUPERCONTIG,L491_MERG00308_0101_SUPERCONTIG,.,100.00,480,1661,1312,0,0,491,970,,1,480,,0.0,withinloci
,Eutrichosoma,Neodipara,,I26419,I26427,L635_MERG00291_0101_SUPERCONTIG,L635_MERG00308_0101_SUPERCONTIG,.,100.00,749,749,979,0,0,36,784,,1,749,,0.0,withinloci
,Eutrichosoma,Neodipara,,I26419,I26427,L935_MERG00291_0101_SUPERCONTIG,L935_MERG00308_0101_SUPERCONTIG,.,99.58,475,475,1165,2,0,408,882,,1,475,,0.0,withinloci
,Eutrichosoma,Omphalodipara,,I26419,I28973,L399_MERG00291_0101_SUPERCONTIG,L400_MERG00268_0101_SUPERCONTIG,.,95.79,190,1037,1077,8,0,823,1012,,328,517,,7.00E-82,betweenloci
,Eutrichosoma,Omphalodipara,,I26419,I28973,L400_MERG00291_0101_SUPERCONTIG,L400_MERG00268_0101_SUPERCONTIG,.,95.79,190,1037,915,8,0,364,553,,328,517,,5.00E-85,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L136_MERG00291_0101_SUPERCONTIG,L136_MERG00203_0101_SUPERCONTIG,.,100.00,331,692,1000,0,0,48,378,,1,331,,8.00E-177,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L231_MERG00291_0101_SUPERCONTIG,L231_MERG00203_0101_SUPERCONTIG,.,99.70,331,331,806,1,0,376,706,,1,331,,4.00E-175,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L249_MERG00291_0101_SUPERCONTIG,L249_MERG00203_0101_SUPERCONTIG,.,100.00,299,299,876,0,0,85,383,,1,299,,4.00E-159,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L269_MERG00291_0101_SUPERCONTIG,L269_MERG00203_0101_SUPERCONTIG,.,100.00,310,310,1424,0,0,550,859,,1,310,,1.00E-164,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L637_MERG00291_0101_SUPERCONTIG,L637_MERG00203_0101_SUPERCONTIG,.,100.00,345,345,1230,0,0,99,443,,1,345,,0.0,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L845_MERG00291_0101_SUPERCONTIG,L845_MERG00203_0101_SUPERCONTIG,.,99.69,321,321,859,1,0,341,661,,1,321,,2.00E-169,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L892_MERG00291_0101_SUPERCONTIG,L892_MERG00203_0101_SUPERCONTIG,.,100.00,340,340,955,0,0,25,364,,1,340,,0.0,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L930_MERG00291_0101_SUPERCONTIG,L930_MERG00203_0101_SUPERCONTIG,.,100.00,427,427,1193,0,0,279,705,,1,427,,0.0,withinloci
,Eutrichosoma,Ooctonus,,I26419,I26418,L978_MERG00291_0101_SUPERCONTIG,L978_MERG00203_0101_SUPERCONTIG,.,100.00,330,330,946,0,0,264,593,,1,330,,3.00E-176,withinloci
,Eutrichosomella,Australosema,,I21646,I12626,L250_MERG00018_0101_SUPERCONTIG,L249_MERG00106_0101_SUPERCONTIG,.,95.85,313,579,1514,13,0,11,323,,1,313,,9.00E-142,betweenloci
,Eutrichosomella,Centrodora,,I26374,I26390,L1008_MERG00019_0101_SUPERCONTIG,L1008_MERG00016_0101_SUPERCONTIG,.,100.00,350,350,559,0,0,193,542,,1,350,,0.0,withinloci
,Eutrichosomella,Colotrechnus,,I21646,I21681,L537_MERG00018_0101_SUPERCONTIG,L539_MERG00266_0101_SUPERCONTIG,.,96.15,78,1831,1177,3,0,1036,1113,,1,78,,6.00E-28,betweenloci
,Eutrichosomella,Halticoptera,,I26374,I21913,L587_MERG00019_0101_SUPERCONTIG,L1047_MERG00335_0101_SUPERCONTIG,.,100.00,64,439,706,0,0,641,704,,64,1,,2.00E-25,betweenloci
,Eutrichosomella,Heydenia,,I26374,I23250,L914_MERG00019_0101_SUPERCONTIG,L915_MERG00249_0101_SUPERCONTIG,.,95.44,263,1202,802,10,2,286,548,,229,489,,2.00E-115,betweenloci
,Eutrichosomella,Heydenia,,I26374,I23250,L914_MERG00019_0101_SUPERCONTIG,L916_MERG00249_0101_SUPERCONTIG,.,95.44,263,1240,802,10,2,286,548,,15,275,,2.00E-115,betweenloci
,Eutrichosomella,Lelaps,,I26374,I21705,L112_MERG00019_0101_SUPERCONTIG,L713_MERG00271_0101_SUPERCONTIG,.,95.36,194,1370,833,9,0,257,450,,1172,1365,,2.00E-82,betweenloci
,Eutrichosomella,Mesopeltita,,I26374,I26387,L590_MERG00019_0101_SUPERCONTIG,L591_MERG00286_0101_SUPERCONTIG,.,100.00,329,945,329,0,0,1,329,,198,526,,5.00E-173,betweenloci
,Eutrichosomella,Mesopeltita,,I26374,I26387,L590_MERG00019_0101_SUPERCONTIG,L589_MERG00286_0101_SUPERCONTIG,.,100.00,329,921,329,0,0,1,329,,458,786,,5.00E-173,betweenloci
,Eutrichosomella,Mesopeltita,,I26374,I26387,L388_MERG00019_0101_SUPERCONTIG,L388_MERG00286_0101_SUPERCONTIG,.,100.00,302,905,302,0,0,1,302,,412,713,,4.00E-161,withinloci
,Eutrichosomella,Mesopeltita,,I26374,I26387,L590_MERG00019_0101_SUPERCONTIG,L590_MERG00286_0101_SUPERCONTIG,.,100.00,329,1049,329,0,0,1,329,,478,806,,5.00E-176,withinloci
,Eutrichosomella,Platykula,,I26374,I26397,L923_MERG00019_0101_SUPERCONTIG,L922_MERG00390_0101_SUPERCONTIG,.,100.00,316,778,319,0,0,1,316,,463,778,,8.00E-166,betweenloci
,Eutrichosomella,Platykula,,I26374,I26397,L923_MERG00019_0101_SUPERCONTIG,L924_MERG00390_0101_SUPERCONTIG,.,100.00,273,1011,319,0,0,47,319,,1,273,,6.00E-142,betweenloci
,Eutrichosomella,Platykula,,I26374,I26397,L923_MERG00019_0101_SUPERCONTIG,L923_MERG00390_0101_SUPERCONTIG,.,100.00,319,970,319,0,0,1,319,,239,557,,2.00E-170,withinloci
,Eutrichosomella,Samariola,,I21646,I27455,L552_MERG00018_0101_SUPERCONTIG,L551_MERG00022_0101_SUPERCONTIG,.,95.93,295,926,836,12,0,35,329,,632,926,,1.00E-133,betweenloci
,Eutrichosomella,Samariola,,I21646,I27455,L20_MERG00018_0101_SUPERCONTIG,L20_MERG00022_0101_SUPERCONTIG,.,95.86,580,1085,1108,24,0,504,1083,,326,905,,0.0,withinloci
,Eutrichosomella,Umairia,,I26374,I28979,L46_MERG00019_0101_SUPERCONTIG,L47_MERG00023_0101_SUPERCONTIG,.,95.21,188,1180,614,9,0,274,461,,1,188,,2.00E-79,betweenloci
,Exolabrum,Euryischia,,I27458,I23222,L502_MERG00293_0101_SUPERCONTIG,L501_MERG00092_0101_SUPERCONTIG,.,95.44,263,1408,713,12,0,189,451,,1143,1405,,6.00E-116,betweenloci
,Exolabrum,Keirana,,I27458,I27453,L627_MERG00293_0101_SUPERCONTIG,L627_MERG00299_0101_SUPERCONTIG,.,97.75,267,739,812,6,0,270,536,,275,541,,4.00E-131,withinloci
,Exolabrum,Micradelus,,I27458,I24035,L420_MERG00293_0101_SUPERCONTIG,L420_MERG00298_0101_SUPERCONTIG,.,95.45,176,564,612,8,0,210,385,,238,413,,2.00E-77,withinloci
,Exolabrum,Neapterolelaps,,I27458,I24023,L618_MERG00293_0101_SUPERCONTIG,L618_MERG00272_0101_SUPERCONTIG,.,95.18,477,788,737,21,2,262,737,,282,757,,0.0,withinloci
,Exolabrum,Notanisus,,I27458,I29011,L503_MERG00293_0101_SUPERCONTIG,L502_MERG00251_0101_SUPERCONTIG,.,96.15,182,822,697,7,0,262,443,,641,822,,3.00E-79,betweenloci
,Exolabrum,Ormyromorpha,,I27458,I21946,L501_MERG00293_0101_SUPERCONTIG,L500_MERG00261_0101_SUPERCONTIG,.,96.60,206,1139,749,7,0,288,493,,843,1048,,1.00E-92,betweenloci
,Exolabrum,Paraeusandalum,,I27458,I24007,L304_MERG00293_0101_SUPERCONTIG,L304_MERG00143_0101_SUPERCONTIG,.,95.92,196,734,680,8,0,267,462,,269,464,,2.00E-88,withinloci
,Exolabrum,Parepistenia,,I27458,I27418,L176_MERG00293_0101_SUPERCONTIG,L175_MERG00253_0101_SUPERCONTIG,.,95.59,204,834,793,9,0,316,519,,580,783,,4.00E-88,betweenloci
,Exolabrum,Perilampus,,I27458,I12632,L483_MERG00293_0101_SUPERCONTIG,L484_MERG00218_0101_SUPERCONTIG,.,95.60,91,860,893,4,0,540,630,,3,93,,1.00E-33,betweenloci
,Exolabrum,Solenura,,I27458,I27397,L112_MERG00293_0101_SUPERCONTIG,L112_MERG00255_0101_SUPERCONTIG,.,97.29,295,873,769,8,0,220,514,,297,591,,2.00E-143,withinloci
,Exolabrum,Tineobius,,I27458,I27437,L951_MERG00293_0101_SUPERCONTIG,L951_MERG00151_0101_SUPERCONTIG,.,96.45,169,752,572,6,0,188,356,,312,480,,6.00E-77,withinloci
,Exopristoides,Glyphomerus,,I26437,I24051,L553_MERG00371_0101_SUPERCONTIG,L553_MERG00373_0101_SUPERCONTIG,.,95.12,205,651,815,8,2,480,683,,240,443,,2.00E-89,withinloci
,Exopristoides,Glyphomerus,,I26437,I24051,L607_MERG00371_0101_SUPERCONTIG,L607_MERG00373_0101_SUPERCONTIG,.,95.02,201,906,1107,10,0,907,1107,,668,868,,1.00E-87,withinloci
,Exopristoides,Grooca,,I26437,I29053,L926_MERG00371_0101_SUPERCONTIG,L925_MERG00248_0101_SUPERCONTIG,.,95.27,169,1342,1095,8,0,488,656,,1147,1315,,3.00E-70,betweenloci
,Exopristoides,Haltichella,,I26437,I23218,L920_MERG00371_0101_SUPERCONTIG,L920_MERG00068_0101_SUPERCONTIG,.,97.04,169,301,1250,5,0,492,660,,58,226,,3.00E-78,withinloci
,Exopristoides,Ormocerus,,I26437,I24033,L500_MERG00371_0101_SUPERCONTIG,L501_MERG00318_0101_SUPERCONTIG,.,95.65,138,819,1269,6,0,607,744,,18,155,,3.00E-56,betweenloci
,Exopristoides,Ormocerus,,I26437,I24033,L631_MERG00371_0101_SUPERCONTIG,L631_MERG00318_0101_SUPERCONTIG,.,95.14,350,875,1348,15,2,587,935,,261,609,,4.00E-158,withinloci
,Exopristoides,Paraeusandalum,,I26437,I24007,L614_MERG00371_0101_SUPERCONTIG,L614_MERG00143_0101_SUPERCONTIG,.,95.07,203,710,678,10,0,442,644,,213,415,,5.00E-89,withinloci
,Exopristoides,Plutothrix,,I26437,I21925,L244_MERG00371_0101_SUPERCONTIG,L244_MERG00341_0101_SUPERCONTIG,.,95.91,171,1278,1338,7,0,1166,1336,,963,1133,,7.00E-76,withinloci
,Exopristoides,Polynema,,I26437,I26434,L919_MERG00371_0101_SUPERCONTIG,L919_MERG00205_0101_SUPERCONTIG,.,100.00,302,302,754,0,0,276,577,,1,302,,8.00E-161,withinloci
,Exopristoides,Proshizonotus,,I26437,I23215,L420_MERG00371_0101_SUPERCONTIG,L420_MERG00254_0101_SUPERCONTIG,.,98.20,167,1125,1261,3,0,683,849,,436,602,,2.00E-80,withinloci
,Exopristoides,Proshizonotus,,I26437,I23215,L938_MERG00371_0101_SUPERCONTIG,L938_MERG00254_0101_SUPERCONTIG,.,97.06,238,833,733,6,1,437,674,,274,510,,7.00E-113,withinloci
,Exopristoides,Rileya,,I26437,I26424,L909_MERG00371_0101_SUPERCONTIG,L910_MERG00175_0101_SUPERCONTIG,.,100.00,195,1139,1056,0,0,862,1056,,539,733,,5.00E-98,betweenloci
,Exopristoides,Rileya,,I26437,I26424,L909_MERG00371_0101_SUPERCONTIG,L909_MERG00175_0101_SUPERCONTIG,.,100.00,195,1092,1056,0,0,862,1056,,675,869,,3.00E-101,withinloci
,Exopristoides,Rivasia,,I26437,I27435,L338_MERG00371_0101_SUPERCONTIG,L338_MERG00320_0101_SUPERCONTIG,.,96.40,111,864,1250,4,0,134,244,,1,111,,2.00E-47,withinloci
,Exopristoides,Rivasia,,I26437,I27435,L502_MERG00371_0101_SUPERCONTIG,L502_MERG00320_0101_SUPERCONTIG,.,95.70,279,864,1371,11,1,547,825,,286,563,,5.00E-127,withinloci
,Exopristoides,Solenura,,I26437,I27397,L111_MERG00371_0101_SUPERCONTIG,L111_MERG00255_0101_SUPERCONTIG,.,96.80,219,683,1144,6,1,465,683,,304,521,,4.00E-102,withinloci
,Exopristoides,Torymus,,I26437,I28964,L565_MERG00371_0101_SUPERCONTIG,L566_MERG00388_0101_SUPERCONTIG,.,95.24,315,620,1351,15,0,1037,1351,,137,451,,1.00E-139,betweenloci
,Exopristoides,Torymus,,I26437,I29037,L566_MERG00371_0101_SUPERCONTIG,L565_MERG00389_0101_SUPERCONTIG,.,95.03,342,988,1343,17,0,580,921,,576,917,,3.00E-151,betweenloci
,Exopristoides,Torymus,,I26437,I29037,L392_MERG00371_0101_SUPERCONTIG,L392_MERG00389_0101_SUPERCONTIG,.,95.29,170,1328,1716,8,0,439,608,,410,579,,2.00E-73,withinloci
,Exopristoides,Torymus,,I26437,I29037,L654_MERG00371_0101_SUPERCONTIG,L654_MERG00389_0101_SUPERCONTIG,.,95.65,92,1487,1335,4,0,1,92,,239,330,,6.00E-37,withinloci
,Foersterella,Homoporus,,I24048,I21919,L363_MERG00370_0101_SUPERCONTIG,L363_MERG00336_0101_SUPERCONTIG,.,97.85,93,1936,1739,2,0,112,204,,207,299,,2.00E-40,withinloci
,Foersterella,Tetracampe,,I24048,I21721,L154_MERG00370_0101_SUPERCONTIG,L155_MERG00367_0101_SUPERCONTIG,.,95.95,74,1247,926,3,0,97,170,,2,75,,8.00E-26,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L183_MERG00370_0101_SUPERCONTIG,L181_MERG00367_0101_SUPERCONTIG,.,95.36,453,1269,735,21,0,1,453,,817,1269,,0.0,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L315_MERG00370_0101_SUPERCONTIG,L316_MERG00367_0101_SUPERCONTIG,.,98.61,72,1317,875,1,0,709,780,,72,1,,5.00E-28,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L359_MERG00370_0101_SUPERCONTIG,L362_MERG00367_0101_SUPERCONTIG,.,95.35,172,1421,708,8,0,537,708,,94,265,,5.00E-72,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L564_MERG00370_0101_SUPERCONTIG,L561_MERG00367_0101_SUPERCONTIG,.,95.68,139,1465,824,6,0,1,139,,1324,1462,,6.00E-57,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L576_MERG00370_0101_SUPERCONTIG,L577_MERG00367_0101_SUPERCONTIG,.,95.39,152,742,803,7,0,652,803,,514,665,,1.00E-62,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L586_MERG00370_0101_SUPERCONTIG,L587_MERG00367_0101_SUPERCONTIG,.,97.85,93,1459,1668,2,0,1576,1668,,1,93,,9.00E-38,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L657_MERG00370_0101_SUPERCONTIG,L658_MERG00367_0101_SUPERCONTIG,.,96.64,595,1593,1010,20,0,216,810,,1,595,,0.0,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L746_MERG00370_0101_SUPERCONTIG,L745_MERG00367_0101_SUPERCONTIG,.,95.69,371,1393,788,16,0,262,632,,1022,1392,,3.00E-169,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L960_MERG00370_0101_SUPERCONTIG,L962_MERG00367_0101_SUPERCONTIG,.,95.29,403,1429,811,19,0,404,806,,1,403,,0.0,betweenloci
,Foersterella,Tetracampe,,I24048,I21721,L232_MERG00370_0101_SUPERCONTIG,L232_MERG00367_0101_SUPERCONTIG,.,95.68,139,1390,845,6,0,1,139,,308,446,,7.00E-60,withinloci
,Foersterella,Tetracampe,,I24048,I21721,L316_MERG00370_0101_SUPERCONTIG,L316_MERG00367_0101_SUPERCONTIG,.,98.61,72,1317,799,1,0,420,491,,72,1,,4.00E-31,withinloci
,Foersterella,Tetracampe,,I24048,I21721,L576_MERG00370_0101_SUPERCONTIG,L576_MERG00367_0101_SUPERCONTIG,.,95.39,152,903,803,7,0,652,803,,682,833,,1.00E-65,withinloci
,Foersterella,Tetracampe,,I24048,I21721,L726_MERG00370_0101_SUPERCONTIG,L726_MERG00367_0101_SUPERCONTIG,.,96.40,111,1221,705,4,0,1,111,,215,325,,7.00E-48,withinloci
,Foersterella,Tetracampe,,I24048,I21721,L746_MERG00370_0101_SUPERCONTIG,L746_MERG00367_0101_SUPERCONTIG,.,95.64,527,1398,788,23,0,262,788,,575,1101,,0.0,withinloci
,Foersterella,Tetracampe,,I24048,I21721,L896_MERG00370_0101_SUPERCONTIG,L896_MERG00367_0101_SUPERCONTIG,.,95.32,235,1457,882,11,0,645,879,,1126,1360,,6.00E-105,withinloci
,Foersterella,Tetracampe,,I24048,I21721,L932_MERG00370_0101_SUPERCONTIG,L932_MERG00367_0101_SUPERCONTIG,.,98.44,64,1438,896,1,0,833,896,,1078,1141,,2.00E-26,withinloci
,Gastrancistrus,Euryischia,,I27425,I23222,L501_MERG00326_0101_SUPERCONTIG,L502_MERG00092_0101_SUPERCONTIG,.,96.12,206,1513,862,8,0,344,549,,25,230,,7.00E-91,betweenloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L107_MERG00326_0101_SUPERCONTIG,L106_MERG00328_0101_SUPERCONTIG,.,95.50,111,732,844,5,0,1,111,,390,500,,4.00E-43,betweenloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L917_MERG00326_0101_SUPERCONTIG,L915_MERG00328_0101_SUPERCONTIG,.,96.14,285,1072,764,11,0,248,532,,716,1000,,8.00E-130,betweenloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L917_MERG00326_0101_SUPERCONTIG,L916_MERG00328_0101_SUPERCONTIG,.,96.14,285,1249,764,11,0,248,532,,692,976,,8.00E-130,betweenloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L97_MERG00326_0101_SUPERCONTIG,L98_MERG00328_0101_SUPERCONTIG,.,95.47,574,952,1226,24,1,653,1226,,1,572,,0.0,betweenloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L112_MERG00326_0101_SUPERCONTIG,L112_MERG00328_0101_SUPERCONTIG,.,97.29,295,1401,848,8,0,263,557,,584,878,,2.00E-143,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L176_MERG00326_0101_SUPERCONTIG,L176_MERG00328_0101_SUPERCONTIG,.,95.33,150,1141,840,7,0,1,150,,135,284,,2.00E-64,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L464_MERG00326_0101_SUPERCONTIG,L464_MERG00328_0101_SUPERCONTIG,.,97.33,75,951,879,2,0,31,105,,1,75,,6.00E-31,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L541_MERG00326_0101_SUPERCONTIG,L541_MERG00328_0101_SUPERCONTIG,.,95.42,284,978,818,13,0,345,628,,364,647,,6.00E-129,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L776_MERG00326_0101_SUPERCONTIG,L776_MERG00328_0101_SUPERCONTIG,.,96.30,189,850,684,5,2,478,665,,658,845,,1.00E-85,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L804_MERG00326_0101_SUPERCONTIG,L804_MERG00328_0101_SUPERCONTIG,.,95.41,283,919,715,13,0,194,476,,240,522,,2.00E-128,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L899_MERG00326_0101_SUPERCONTIG,L899_MERG00328_0101_SUPERCONTIG,.,96.58,790,1382,1014,27,0,225,1014,,115,904,,0.0,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L920_MERG00326_0101_SUPERCONTIG,L920_MERG00328_0101_SUPERCONTIG,.,98.24,170,706,779,3,0,298,467,,221,390,,3.00E-82,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L952_MERG00326_0101_SUPERCONTIG,L952_MERG00328_0101_SUPERCONTIG,.,95.35,215,741,735,10,0,264,478,,243,457,,1.00E-95,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L952_MERG00326_0101_SUPERCONTIG,L952_MERG00328_0101_SUPERCONTIG,.,98.57,70,741,735,1,0,15,84,,1,70,,5.00E-30,withinloci
,Gastrancistrus,Premiscogaster,,I27425,I26380,L960_MERG00326_0101_SUPERCONTIG,L960_MERG00328_0101_SUPERCONTIG,.,97.28,184,859,849,5,0,666,849,,584,767,,1.00E-86,withinloci
,Gastrancistrus,Yrka,,I27425,I24045,L419_MERG00326_0101_SUPERCONTIG,L420_MERG00262_0101_SUPERCONTIG,.,96.20,158,779,702,6,0,272,429,,170,327,,1.00E-67,betweenloci
,Glyphomerus,Idarnotorymus,,I24051,I28994,L173_MERG00373_0101_SUPERCONTIG,L173_MERG00376_0101_SUPERCONTIG,.,96.14,233,614,456,8,1,8,239,,253,485,,5.00E-107,withinloci
,Glyphomerus,Microdontomerus,,I24051,I29033,L337_MERG00373_0101_SUPERCONTIG,L337_MERG00377_0101_SUPERCONTIG,.,96.69,272,1148,778,8,1,259,529,,568,839,,2.00E-128,withinloci
,Glyphomerus,Microdontomerus,,I24051,I29033,L338_MERG00373_0101_SUPERCONTIG,L338_MERG00377_0101_SUPERCONTIG,.,95.22,230,1186,768,11,0,275,504,,437,666,,3.00E-102,withinloci
,Glyphomerus,Microdontomerus,,I24051,I29033,L338_MERG00373_0101_SUPERCONTIG,L338_MERG00377_0101_SUPERCONTIG,.,96.88,96,1186,768,3,0,1,96,,219,314,,4.00E-41,withinloci
,Glyphomerus,Monodontomerus,,I24051,I21934,L831_MERG00373_0101_SUPERCONTIG,L831_MERG00379_0101_SUPERCONTIG,.,95.35,172,895,902,8,0,700,871,,655,826,,7.00E-75,withinloci
,Glyphomerus,Odopoia,,I24051,I28991,L339_MERG00373_0101_SUPERCONTIG,L339_MERG00384_0101_SUPERCONTIG,.,95.33,150,804,736,6,1,1,150,,86,234,,6.00E-64,withinloci
,Glyphomerus,Odopoia,,I24051,I28991,L768_MERG00373_0101_SUPERCONTIG,L768_MERG00384_0101_SUPERCONTIG,.,97.61,502,1129,757,7,4,260,757,,440,940,,0.0,withinloci
,Glyphomerus,Oligosita,,I24051,I24053,L118_MERG00373_0101_SUPERCONTIG,L118_MERG00397_0101_SUPERCONTIG,.,100.00,359,359,658,0,0,197,555,,1,359,,0.0,withinloci
,Glyphomerus,Oligosita,,I24051,I24053,L132_MERG00373_0101_SUPERCONTIG,L132_MERG00397_0101_SUPERCONTIG,.,99.63,270,270,751,1,0,333,602,,1,270,,2.00E-141,withinloci
,Glyphomerus,Oligosita,,I24051,I24053,L454_MERG00373_0101_SUPERCONTIG,L454_MERG00397_0101_SUPERCONTIG,.,100.00,364,364,751,0,0,240,603,,1,364,,0.0,withinloci
,Glyphomerus,Ormyromorpha,,I24051,I21946,L501_MERG00373_0101_SUPERCONTIG,L500_MERG00261_0101_SUPERCONTIG,.,96.08,204,1139,804,8,0,316,519,,845,1048,,9.00E-90,betweenloci
,Glyphomerus,Palachia,,I24051,I26445,L510_MERG00373_0101_SUPERCONTIG,L511_MERG00380_0101_SUPERCONTIG,.,96.00,200,1091,254,8,0,1,200,,59,258,,4.00E-88,betweenloci
,Glyphomerus,Palachia,,I24051,I26445,L510_MERG00373_0101_SUPERCONTIG,L510_MERG00380_0101_SUPERCONTIG,.,96.00,200,1076,254,8,0,1,200,,440,639,,4.00E-91,withinloci
,Glyphomerus,Plutothrix,,I24051,I21925,L501_MERG00373_0101_SUPERCONTIG,L500_MERG00341_0101_SUPERCONTIG,.,96.57,204,1155,804,7,0,316,519,,834,1037,,2.00E-91,betweenloci
